time;Flex6;GyroY;angle;filteredAngle;Offset;P
20.295000000000073;700.2173210085946;2.3814672902470093;45.20;49.86;-0.03;1.24
20.328000000000074;712.7331152388614;2.493027896578558;56.46;50.86;-0.06;1.24
20.361000000000075;713.1542157389277;2.1752189804932174;56.84;51.77;-0.09;1.24
20.394000000000077;704.279357029789;3.537779880523991;48.85;51.78;-0.08;1.24
20.427000000000078;707.4285893986115;2.9851816459926;51.69;52.04;-0.08;1.24
20.46000000000008;706.7062454462064;2.204515358237855;51.04;52.16;-0.08;1.24
20.49300000000008;698.6528590506298;3.1682928567441744;43.79;51.52;-0.04;1.24
20.52600000000008;705.0884435562806;2.809022059444663;49.58;51.49;-0.03;1.24
20.559000000000083;705.8743657271499;3.307949146782841;50.29;51.52;-0.03;1.24
20.592000000000084;713.7044068530206;3.8264569364476695;57.33;52.27;-0.05;1.24
20.625000000000085;705.7736240647703;2.571385775529606;50.20;52.22;-0.04;1.24
20.658000000000087;705.452079918373;2.9842826401644635;49.91;52.12;-0.03;1.24
20.691000000000088;702.1639661374733;2.972198200885256;46.95;51.72;-0.01;1.24
20.72400000000009;695.0258818510916;3.1490339132531817;40.52;50.67;0.04;1.24
20.75700000000009;709.3143673104981;3.0666336712436886;53.38;51.00;0.03;1.24
20.79000000000009;701.1048585683903;3.659762043295225;45.99;50.56;0.05;1.24
20.823000000000093;715.5566218937953;3.7503788713437327;59.00;51.49;0.01;1.24
20.856000000000094;707.4121072208661;3.4569487687337968;51.67;51.60;0.01;1.24
20.889000000000095;702.6118004409527;2.3681732468413568;47.35;51.23;0.03;1.24
20.922000000000097;700.1734810330066;2.4095798020948607;45.16;50.65;0.06;1.24
20.955000000000098;696.3838489629288;2.337801164150166;41.75;49.75;0.10;1.24
20.9880000000001;699.7488978625798;2.5645706789854703;44.77;49.22;0.12;1.24
21.0210000000001;700.118562181658;4.346569105810543;45.11;48.78;0.14;1.24
21.0540000000001;709.1112091584226;3.1957816460373856;53.20;49.19;0.12;1.24
21.087000000000103;692.4547001369243;3.3843735997997246;38.21;48.04;0.17;1.24
21.120000000000104;691.8330802780717;2.662070153064681;37.65;46.88;0.22;1.24
21.153000000000105;703.5754572835773;3.3459596105442895;48.22;46.90;0.21;1.24
21.186000000000107;711.9118157084;3.9713120507446478;55.72;47.71;0.17;1.24
21.219000000000108;712.2088397399625;3.435410996846402;55.99;48.51;0.13;1.24
21.25200000000011;717.4838663591746;3.845795631680187;60.74;49.76;0.08;1.24
21.28500000000011;702.6784526096948;3.6147513752434004;47.41;49.55;0.09;1.24
21.31800000000011;707.5969927706748;2.873014287441159;51.84;49.81;0.08;1.24
21.351000000000113;707.9097387858807;2.879289227084127;52.12;50.07;0.07;1.24
21.384000000000114;703.7928282729897;3.7501496241803425;48.41;49.94;0.08;1.24
21.417000000000115;707.1078392062686;3.458744004513938;51.40;50.13;0.07;1.24
